Grouping;no;SourceRoom;Exist;Doors;Rooms;PathLength;SimulationTimeInSec
5;32;19;501;5;6;26,31;58,79166667
5;32;19;502;4;5;23,77;47,42857143
5;32;19;503;1;2;6,5;12,37142857
5;32;19;504;1;2;6,5;7,057142857
5;32;19;505;5;6;22,4;31,03225806
5;32;19;506;5;6;23,57;30,65714286
5;32;19;507;8;9;35,94;50,51724138
5;32;46;501;10;11;53,9;70,9
5;32;46;502;9;10;51,36;59,23333333
5;32;46;503;6;7;34,09;34,61290323
5;32;46;504;6;7;34,09;49,22857143
5;32;46;505;4;5;16,97;23,25
5;32;46;506;2;3;8,14;14,57142857
5;32;46;507;5;6;20,51;25,42857143
5;33;1;501;2;3;6,66;20,61904762
5;33;1;502;2;3;8,72;14,54285714
5;33;1;503;5;6;33,91;44,8
5;33;1;504;5;6;33,91;46,78571429
5;33;1;505;9;10;49,81;68,2
5;33;1;506;9;10;50,98;66,76923077
5;33;1;507;12;13;63,35;86,29166667
5;33;19;501;5;6;26,31;58,79166667
5;33;19;502;4;5;23,77;47,42857143
5;33;19;503;1;2;6,5;12,37142857
5;33;19;504;1;2;6,5;7,057142857
5;33;19;505;5;6;22,4;31,03225806
5;33;19;506;5;6;23,57;30,65714286
5;33;19;507;8;9;35,94;50,51724138
5;33;46;501;10;11;53,9;70,9
5;33;46;502;9;10;51,36;59,23333333
5;33;46;503;6;7;34,09;34,61290323
5;33;46;504;6;7;34,09;49,22857143
5;33;46;505;4;5;16,97;23,25
5;33;46;506;2;3;8,14;14,57142857
5;33;46;507;5;6;20,51;25,42857143
5;34;1;501;2;3;6,66;20,61904762
5;34;1;502;2;3;8,72;14,54285714
5;34;1;503;5;6;33,91;44,8
5;34;1;504;5;6;33,91;46,78571429
5;34;1;505;9;10;49,81;68,2
5;34;1;506;9;10;50,98;66,76923077
5;34;1;507;12;13;63,35;86,29166667
5;34;19;501;5;6;26,31;58,79166667
5;34;19;502;4;5;23,77;47,42857143
5;34;19;503;1;2;6,5;12,37142857
5;34;19;504;1;2;6,5;7,057142857
5;34;19;505;5;6;22,4;31,03225806
5;34;19;506;5;6;23,57;30,65714286
5;34;19;507;8;9;35,94;50,51724138
5;34;46;501;10;11;53,9;70,9
5;34;46;502;9;10;51,36;59,23333333
5;34;46;503;6;7;34,09;34,61290323
5;34;46;504;6;7;34,09;49,22857143
5;34;46;505;4;5;16,97;23,25
5;34;46;506;2;3;8,14;14,57142857
5;34;46;507;5;6;20,51;25,42857143
5;35;1;501;2;3;6,66;20,61904762
5;35;1;502;2;3;8,72;14,54285714
5;35;1;503;5;6;33,91;44,8
5;35;1;504;5;6;33,91;46,78571429
5;35;1;505;9;10;49,81;68,2
5;35;1;506;9;10;50,98;66,76923077
5;35;1;507;12;13;63,35;86,29166667
5;35;19;501;5;6;26,31;58,79166667
5;35;19;502;4;5;23,77;47,42857143
5;35;19;503;1;2;6,5;12,37142857
5;35;19;504;1;2;6,5;7,057142857
5;35;19;505;5;6;22,4;31,03225806
5;35;19;506;5;6;23,57;30,65714286
5;35;19;507;8;9;35,94;50,51724138
5;35;46;501;10;11;53,9;70,9
5;35;46;502;9;10;51,36;59,23333333
5;35;46;503;6;7;34,09;34,61290323
5;35;46;504;6;7;34,09;49,22857143
5;35;46;505;4;5;16,97;23,25
5;35;46;506;2;3;8,14;14,57142857
5;35;46;507;5;6;20,51;25,42857143
5;36;1;501;2;3;6,66;31,25
5;36;1;502;2;3;8,72;14,7
5;36;1;503;5;6;33,91;42,54285714
5;36;1;504;5;6;33,91;45,86842105
5;36;1;505;9;10;49,81;69,38461538
5;36;1;506;9;10;50,98;66,47368421
5;36;1;507;12;13;63,35;82,46666667
5;36;19;501;5;6;26,31;50,3125
5;36;19;502;4;5;23,77;38,8
5;36;19;503;1;2;6,5;13,775
5;36;19;504;1;2;6,5;7,05
5;36;19;505;5;6;22,4;36,03125
5;36;19;506;5;6;23,57;30,77142857
5;36;19;507;8;9;35,94;51,12820513
5;36;46;501;10;11;53,9;74,34285714
5;36;46;502;9;10;51,36;54,63888889
5;36;46;503;6;7;34,09;34,45714286
5;36;46;504;6;7;34,09;48,96
5;36;46;505;4;5;16,97;23,4
5;36;46;506;2;3;8,14;14,5
5;36;46;507;5;6;20,51;25,7
5;37;1;501;2;3;6,66;31,25
5;37;1;502;2;3;8,72;14,7
5;37;1;503;5;6;33,91;42,54285714
5;37;1;504;5;6;33,91;45,86842105
5;37;1;505;9;10;49,81;69,38461538
5;37;1;506;9;10;50,98;66,47368421
5;37;1;507;12;13;63,35;82,46666667
5;37;19;501;5;6;26,31;50,3125
5;37;19;502;4;5;23,77;38,8
5;37;19;503;1;2;6,5;13,775
5;37;19;504;1;2;6,5;7,05
5;37;19;505;5;6;22,4;36,03125
5;37;19;506;5;6;23,57;30,77142857
5;37;19;507;8;9;35,94;51,12820513
5;37;46;501;10;11;53,9;74,34285714
5;37;46;502;9;10;51,36;54,63888889
5;37;46;503;6;7;34,09;34,45714286
5;37;46;504;6;7;34,09;48,96
5;37;46;505;4;5;16,97;23,4
5;37;46;506;2;3;8,14;14,5
5;37;46;507;5;6;20,51;25,7
5;38;1;501;2;3;6,66;31,25
5;38;1;502;2;3;8,72;14,7
5;38;1;503;5;6;33,91;42,54285714
5;38;1;504;5;6;33,91;45,86842105
5;38;1;505;9;10;49,81;69,38461538
5;38;1;506;9;10;50,98;66,47368421
5;38;1;507;12;13;63,35;82,46666667
5;38;19;501;5;6;26,31;50,3125
5;38;19;502;4;5;23,77;38,8
5;38;19;503;1;2;6,5;13,775
5;38;19;504;1;2;6,5;7,05
5;38;19;505;5;6;22,4;36,03125
5;38;19;506;5;6;23,57;30,77142857
5;38;19;507;8;9;35,94;51,12820513
5;38;46;501;10;11;53,9;74,34285714
5;38;46;502;9;10;51,36;54,63888889
5;38;46;503;6;7;34,09;34,45714286
5;38;46;504;6;7;34,09;48,96
5;38;46;505;4;5;16,97;23,4
5;38;46;506;2;3;8,14;14,5
5;38;46;507;5;6;20,51;25,7
5;39;1;501;2;3;6,66;31,25
5;39;1;502;2;3;8,72;14,7
5;39;1;503;5;6;33,91;42,54285714
5;39;1;504;5;6;33,91;45,86842105
5;39;1;505;9;10;49,81;69,38461538
5;39;1;506;9;10;50,98;66,47368421
5;39;1;507;12;13;63,35;82,46666667
5;39;19;501;5;6;26,31;50,3125
5;39;19;502;4;5;23,77;38,8
5;39;19;503;1;2;6,5;13,775
5;39;19;504;1;2;6,5;7,05
5;39;19;505;5;6;22,4;36,03125
5;39;19;506;5;6;23,57;30,77142857
5;39;19;507;8;9;35,94;51,12820513
5;39;46;501;10;11;53,9;74,34285714
5;39;46;502;9;10;51,36;54,63888889
5;39;46;503;6;7;34,09;34,45714286
5;39;46;504;6;7;34,09;48,96
5;39;46;505;4;5;16,97;23,4
5;39;46;506;2;3;8,14;14,5
5;39;46;507;5;6;20,51;25,7
5;40;1;501;2;3;6,66;31,25
5;40;1;502;2;3;8,72;14,7
5;40;1;503;5;6;33,91;42,54285714
5;40;1;504;5;6;33,91;45,86842105
5;40;1;505;9;10;49,81;69,38461538
5;40;1;506;9;10;50,98;66,47368421
5;40;1;507;12;13;63,35;82,46666667
5;40;19;501;5;6;26,31;50,3125
5;40;19;502;4;5;23,77;38,8
5;40;19;503;1;2;6,5;13,775
5;40;19;504;1;2;6,5;7,05
5;40;19;505;5;6;22,4;36,03125
5;40;19;506;5;6;23,57;30,77142857
5;40;19;507;8;9;35,94;51,12820513
5;40;46;501;10;11;53,9;74,34285714
5;40;46;502;9;10;51,36;54,63888889
5;40;46;503;6;7;34,09;34,45714286
5;40;46;504;6;7;34,09;48,96
5;40;46;505;4;5;16,97;23,4
5;40;46;506;2;3;8,14;14,5
5;40;46;507;5;6;20,51;25,7
5;41;1;501;2;3;6,66;22,03333333
5;41;1;502;2;3;8,72;14,68888889
5;41;1;503;5;6;33,91;43,97619048
5;41;1;504;5;6;33,91;46,05128205
5;41;1;505;9;10;49,81;69,81818182
5;41;1;506;9;10;50,98;66,55
5;41;1;507;12;13;63,35;88,37142857
5;41;19;501;5;6;26,31;51,4137931
5;41;19;502;4;5;23,77;37,02857143
5;41;19;503;1;2;6,5;14,75555556
5;41;19;504;1;2;6,5;7,022222222
5;41;19;505;5;6;22,4;30,66666667
5;41;19;506;5;6;23,57;31,58333333
5;41;19;507;8;9;35,94;51,88888889
5;41;46;501;10;11;53,9;74,68
5;41;46;502;9;10;51,36;56,33333333
5;41;46;503;6;7;34,09;35,51111111
5;41;46;504;6;7;34,09;46,19444444
5;41;46;505;4;5;16,97;22,95238095
5;41;46;506;2;3;8,14;16,35555556
5;41;46;507;5;6;20,51;26,30232558
5;42;1;501;2;3;6,66;22,03333333
5;42;1;502;2;3;8,72;14,68888889
5;42;1;503;5;6;33,91;43,97619048
5;42;1;504;5;6;33,91;46,05128205
5;42;1;505;9;10;49,81;69,81818182
5;42;1;506;9;10;50,98;66,55
5;42;1;507;12;13;63,35;88,37142857
5;42;19;501;5;6;26,31;51,4137931
5;42;19;502;4;5;23,77;37,02857143
5;42;19;503;1;2;6,5;14,75555556
5;42;19;504;1;2;6,5;7,022222222
5;42;19;505;5;6;22,4;30,66666667
5;42;19;506;5;6;23,57;31,58333333
5;42;19;507;8;9;35,94;51,88888889
5;42;46;501;10;11;53,9;74,68
5;42;46;502;9;10;51,36;56,33333333
5;42;46;503;6;7;34,09;35,51111111
5;42;46;504;6;7;34,09;46,19444444
5;42;46;505;4;5;16,97;22,95238095
5;42;46;506;2;3;8,14;16,35555556
5;42;46;507;5;6;20,51;26,30232558
5;43;1;501;2;3;6,66;22,03333333
5;43;1;502;2;3;8,72;14,68888889
5;43;1;503;5;6;33,91;43,97619048
5;43;1;504;5;6;33,91;46,05128205
5;43;1;505;9;10;49,81;69,81818182
5;43;1;506;9;10;50,98;66,55
5;43;1;507;12;13;63,35;88,37142857
5;43;19;501;5;6;26,31;51,4137931
5;43;19;502;4;5;23,77;37,02857143
5;43;19;503;1;2;6,5;14,75555556
5;43;19;504;1;2;6,5;7,022222222
5;43;19;505;5;6;22,4;30,66666667
5;43;19;506;5;6;23,57;31,58333333
5;43;19;507;8;9;35,94;51,88888889
5;43;46;501;10;11;53,9;74,68
5;43;46;502;9;10;51,36;56,33333333
5;43;46;503;6;7;34,09;35,51111111
5;43;46;504;6;7;34,09;46,19444444
5;43;46;505;4;5;16,97;22,95238095
5;43;46;506;2;3;8,14;16,35555556
5;43;46;507;5;6;20,51;26,30232558
5;44;1;501;2;3;6,66;22,03333333
5;44;1;502;2;3;8,72;14,68888889
5;44;1;503;5;6;33,91;43,97619048
5;44;1;504;5;6;33,91;46,05128205
5;44;1;505;9;10;49,81;69,81818182
5;44;1;506;9;10;50,98;66,55
5;44;1;507;12;13;63,35;88,37142857
5;44;19;501;5;6;26,31;51,4137931
5;44;19;502;4;5;23,77;37,02857143
5;44;19;503;1;2;6,5;14,75555556
5;44;19;504;1;2;6,5;7,022222222
5;44;19;505;5;6;22,4;30,66666667
5;44;19;506;5;6;23,57;31,58333333
5;44;19;507;8;9;35,94;51,88888889
5;44;46;501;10;11;53,9;74,68
5;44;46;502;9;10;51,36;56,33333333
5;44;46;503;6;7;34,09;35,51111111
5;44;46;504;6;7;34,09;46,19444444
5;44;46;505;4;5;16,97;22,95238095
5;44;46;506;2;3;8,14;16,35555556
5;44;46;507;5;6;20,51;26,30232558
5;45;1;501;2;3;6,66;22,03333333
5;45;1;502;2;3;8,72;14,68888889
5;45;1;503;5;6;33,91;43,97619048
5;45;1;504;5;6;33,91;46,05128205
5;45;1;505;9;10;49,81;69,81818182
5;45;1;506;9;10;50,98;66,55
5;45;1;507;12;13;63,35;88,37142857
5;45;19;501;5;6;26,31;51,4137931
5;45;19;502;4;5;23,77;37,02857143
5;45;19;503;1;2;6,5;14,75555556
5;45;19;504;1;2;6,5;7,022222222
5;45;19;505;5;6;22,4;30,66666667
5;45;19;506;5;6;23,57;31,58333333
5;45;19;507;8;9;35,94;51,88888889
5;45;46;501;10;11;53,9;74,68
5;45;46;502;9;10;51,36;56,33333333
5;45;46;503;6;7;34,09;35,51111111
5;45;46;504;6;7;34,09;46,19444444
5;45;46;505;4;5;16,97;22,95238095
5;45;46;506;2;3;8,14;16,35555556
5;45;46;507;5;6;20,51;26,30232558
5;46;1;501;2;3;6,66;22,48
5;46;1;502;2;3;8,72;14,82
5;46;1;503;5;6;33,91;43,63265306
5;46;1;504;5;6;33,91;47,12765957
5;46;1;505;9;10;49,81;73,8
5;46;1;506;9;10;50,98;67,78723404
5;46;1;507;12;13;63,35;85,2
5;46;19;501;5;6;26,31;52,24242424
5;46;19;502;4;5;23,77;37,86363636
5;46;19;503;1;2;6,5;14,64
5;46;19;504;1;2;6,5;7,06
5;46;19;505;5;6;22,4;31,08163265
5;46;19;506;5;6;23,57;31,73913043
5;46;19;507;8;9;35,94;50,72222222
5;46;46;501;10;11;53,9;71,06666667
5;46;46;502;9;10;51,36;55,96666667
5;46;46;503;6;7;34,09;37
5;46;46;504;6;7;34,09;46,14
5;46;46;505;4;5;16,97;22,82978723
5;46;46;506;2;3;8,14;16,1875
5;46;46;507;5;6;20,51;26,94
5;47;1;501;2;3;6,66;22,48
5;47;1;502;2;3;8,72;14,82
5;47;1;503;5;6;33,91;43,63265306
5;47;1;504;5;6;33,91;47,12765957
5;47;1;505;9;10;49,81;73,8
5;47;1;506;9;10;50,98;67,78723404
5;47;1;507;12;13;63,35;85,2
5;47;19;501;5;6;26,31;52,24242424
5;47;19;502;4;5;23,77;37,86363636
5;47;19;503;1;2;6,5;14,64
5;47;19;504;1;2;6,5;7,06
5;47;19;505;5;6;22,4;31,08163265
5;47;19;506;5;6;23,57;31,73913043
5;47;19;507;8;9;35,94;50,72222222
5;47;46;501;10;11;53,9;71,06666667
5;47;46;502;9;10;51,36;55,96666667
5;47;46;503;6;7;34,09;37
5;47;46;504;6;7;34,09;46,14
5;47;46;505;4;5;16,97;22,82978723
5;47;46;506;2;3;8,14;16,1875
5;47;46;507;5;6;20,51;26,94
5;48;1;501;2;3;6,66;22,48
5;48;1;502;2;3;8,72;14,82
5;48;1;503;5;6;33,91;43,63265306
5;48;1;504;5;6;33,91;47,12765957
5;48;1;505;9;10;49,81;73,8
5;48;1;506;9;10;50,98;67,78723404
5;48;1;507;12;13;63,35;85,2
5;48;19;501;5;6;26,31;52,24242424
5;48;19;502;4;5;23,77;37,86363636
5;48;19;503;1;2;6,5;14,64
5;48;19;504;1;2;6,5;7,06
5;48;19;505;5;6;22,4;31,08163265
5;48;19;506;5;6;23,57;31,73913043
5;48;19;507;8;9;35,94;50,72222222
5;48;46;501;10;11;53,9;71,06666667
5;48;46;502;9;10;51,36;55,96666667
5;48;46;503;6;7;34,09;37
5;48;46;504;6;7;34,09;46,14
5;48;46;505;4;5;16,97;22,82978723
5;48;46;506;2;3;8,14;16,1875
5;48;46;507;5;6;20,51;26,94
5;49;1;501;2;3;6,66;22,48
5;49;1;502;2;3;8,72;14,82
5;49;1;503;5;6;33,91;43,63265306
5;49;1;504;5;6;33,91;47,12765957
5;49;1;505;9;10;49,81;73,8
5;49;1;506;9;10;50,98;67,78723404
5;49;1;507;12;13;63,35;85,2
5;49;19;501;5;6;26,31;52,24242424
5;49;19;502;4;5;23,77;37,86363636
5;49;19;503;1;2;6,5;14,64
5;49;19;504;1;2;6,5;7,06
5;49;19;505;5;6;22,4;31,08163265
5;49;19;506;5;6;23,57;31,73913043
5;49;19;507;8;9;35,94;50,72222222
5;49;46;501;10;11;53,9;71,06666667
5;49;46;502;9;10;51,36;55,96666667
5;49;46;503;6;7;34,09;37
5;49;46;504;6;7;34,09;46,14
5;49;46;505;4;5;16,97;22,82978723
5;49;46;506;2;3;8,14;16,1875
5;49;46;507;5;6;20,51;26,94
5;50;1;501;2;3;6,66;22,48
5;50;1;502;2;3;8,72;14,82
5;50;1;503;5;6;33,91;43,63265306
5;50;1;504;5;6;33,91;47,12765957
5;50;1;505;9;10;49,81;73,8
5;50;1;506;9;10;50,98;67,78723404
5;50;1;507;12;13;63,35;85,2
5;50;19;501;5;6;26,31;52,24242424
5;50;19;502;4;5;23,77;37,86363636
5;50;19;503;1;2;6,5;14,64
5;50;19;504;1;2;6,5;7,06
5;50;19;505;5;6;22,4;31,08163265
5;50;19;506;5;6;23,57;31,73913043
5;50;19;507;8;9;35,94;50,72222222
5;50;46;501;10;11;53,9;71,06666667
5;50;46;502;9;10;51,36;55,96666667
5;50;46;503;6;7;34,09;37
5;50;46;504;6;7;34,09;46,14
5;50;46;505;4;5;16,97;22,82978723
5;50;46;506;2;3;8,14;16,1875
5;50;46;507;5;6;20,51;26,94
5;51;1;501;2;3;6,66;26
5;51;1;502;2;3;8,72;14,41818182
5;51;1;503;5;6;33,91;45,51851852
5;51;1;504;5;6;33,91;46,8627451
5;51;1;505;9;10;49,81;70,29411765
5;51;1;506;9;10;50,98;67,91489362
5;51;1;507;12;13;63,35;87,07692308
5;51;19;501;5;6;26,31;60,35294118
5;51;19;502;4;5;23,77;44,2
5;51;19;503;1;2;6,5;16,27272727
5;51;19;504;1;2;6,5;7,145454545
5;51;19;505;5;6;22,4;31,54
5;51;19;506;5;6;23,57;31,46
5;51;19;507;8;9;35,94;52,22
5;51;46;501;10;11;53,9;74,73913043
5;51;46;502;9;10;51,36;55,85454545
5;51;46;503;6;7;34,09;35,12727273
5;51;46;504;6;7;34,09;54,85294118
5;51;46;505;4;5;16,97;22,96153846
5;51;46;506;2;3;8,14;17,2
5;51;46;507;5;6;20,51;26,25454545
5;52;1;501;2;3;6,66;26
5;52;1;502;2;3;8,72;14,41818182
5;52;1;503;5;6;33,91;45,51851852
5;52;1;504;5;6;33,91;46,8627451
5;52;1;505;9;10;49,81;70,29411765
5;52;1;506;9;10;50,98;67,91489362
5;52;1;507;12;13;63,35;87,07692308
5;52;19;501;5;6;26,31;60,35294118
5;52;19;502;4;5;23,77;44,2
5;52;19;503;1;2;6,5;16,27272727
5;52;19;504;1;2;6,5;7,145454545
5;52;19;505;5;6;22,4;31,54
5;52;19;506;5;6;23,57;31,46
5;52;19;507;8;9;35,94;52,22
5;52;46;501;10;11;53,9;74,73913043
5;52;46;502;9;10;51,36;55,85454545
5;52;46;503;6;7;34,09;35,12727273
5;52;46;504;6;7;34,09;54,85294118
5;52;46;505;4;5;16,97;22,96153846
5;52;46;506;2;3;8,14;17,2
5;52;46;507;5;6;20,51;26,25454545
5;53;1;501;2;3;6,66;26
5;53;1;502;2;3;8,72;14,41818182
5;53;1;503;5;6;33,91;45,51851852
5;53;1;504;5;6;33,91;46,8627451
5;53;1;505;9;10;49,81;70,29411765
5;53;1;506;9;10;50,98;67,91489362
5;53;1;507;12;13;63,35;87,07692308
5;53;19;501;5;6;26,31;60,35294118
5;53;19;502;4;5;23,77;44,2
5;53;19;503;1;2;6,5;16,27272727
5;53;19;504;1;2;6,5;7,145454545
5;53;19;505;5;6;22,4;31,54
5;53;19;506;5;6;23,57;31,46
5;53;19;507;8;9;35,94;52,22
5;53;46;501;10;11;53,9;74,73913043
5;53;46;502;9;10;51,36;55,85454545
5;53;46;503;6;7;34,09;35,12727273
5;53;46;504;6;7;34,09;54,85294118
5;53;46;505;4;5;16,97;22,96153846
5;53;46;506;2;3;8,14;17,2
5;53;46;507;5;6;20,51;26,25454545
5;54;1;501;2;3;6,66;26
5;54;1;502;2;3;8,72;14,41818182
5;54;1;503;5;6;33,91;45,51851852
5;54;1;504;5;6;33,91;46,8627451
5;54;1;505;9;10;49,81;70,29411765
5;54;1;506;9;10;50,98;67,91489362
5;54;1;507;12;13;63,35;87,07692308
5;54;19;501;5;6;26,31;60,35294118
5;54;19;502;4;5;23,77;44,2
5;54;19;503;1;2;6,5;16,27272727
5;54;19;504;1;2;6,5;7,145454545
5;54;19;505;5;6;22,4;31,54
5;54;19;506;5;6;23,57;31,46
5;54;19;507;8;9;35,94;52,22
5;54;46;501;10;11;53,9;74,73913043
5;54;46;502;9;10;51,36;55,85454545
5;54;46;503;6;7;34,09;35,12727273
5;54;46;504;6;7;34,09;54,85294118
5;54;46;505;4;5;16,97;22,96153846
5;54;46;506;2;3;8,14;17,2
5;54;46;507;5;6;20,51;26,25454545
5;55;1;501;2;3;6,66;26
5;55;1;502;2;3;8,72;14,41818182
5;55;1;503;5;6;33,91;45,51851852
5;55;1;504;5;6;33,91;46,8627451
5;55;1;505;9;10;49,81;70,29411765
5;55;1;506;9;10;50,98;67,91489362
5;55;1;507;12;13;63,35;87,07692308
5;55;19;501;5;6;26,31;60,35294118
5;55;19;502;4;5;23,77;44,2
5;55;19;503;1;2;6,5;16,27272727
5;55;19;504;1;2;6,5;7,145454545
5;55;19;505;5;6;22,4;31,54
5;55;19;506;5;6;23,57;31,46
5;55;19;507;8;9;35,94;52,22
5;55;46;501;10;11;53,9;74,73913043
5;55;46;502;9;10;51,36;55,85454545
5;55;46;503;6;7;34,09;35,12727273
5;55;46;504;6;7;34,09;54,85294118
5;55;46;505;4;5;16,97;22,96153846
5;55;46;506;2;3;8,14;17,2
5;55;46;507;5;6;20,51;26,25454545
5;56;1;501;2;3;6,66;33,37837838
5;56;1;502;2;3;8,72;14,33333333
5;56;1;503;5;6;33,91;43,75
5;56;1;504;5;6;33,91;52,11764706
5;56;1;505;9;10;49,81;69,07843137
5;56;1;506;9;10;50,98;68,69230769
5;56;1;507;12;13;63,35;86,11428571
5;56;19;501;5;6;26,31;59,32432432
5;56;19;502;4;5;23,77;39,7755102
5;56;19;503;1;2;6,5;15,75
5;56;19;504;1;2;6,5;7,05
5;56;19;505;5;6;22,4;31,09090909
5;56;19;506;5;6;23,57;31,89473684
5;56;19;507;8;9;35,94;51,92307692
5;56;46;501;10;11;53,9;72,3
5;56;46;502;9;10;51,36;59,2
5;56;46;503;6;7;34,09;36,40384615
5;56;46;504;6;7;34,09;48,86538462
5;56;46;505;4;5;16,97;22,92307692
5;56;46;506;2;3;8,14;16,56603774
5;56;46;507;5;6;20,51;26,61016949
5;57;1;501;2;3;6,66;33,37837838
5;57;1;502;2;3;8,72;14,33333333
5;57;1;503;5;6;33,91;43,75
5;57;1;504;5;6;33,91;52,11764706
5;57;1;505;9;10;49,81;69,07843137
5;57;1;506;9;10;50,98;68,69230769
5;57;1;507;12;13;63,35;86,11428571
5;57;19;501;5;6;26,31;59,32432432
5;57;19;502;4;5;23,77;39,7755102
5;57;19;503;1;2;6,5;15,75
5;57;19;504;1;2;6,5;7,05
5;57;19;505;5;6;22,4;31,09090909
5;57;19;506;5;6;23,57;31,89473684
5;57;19;507;8;9;35,94;51,92307692
5;57;46;501;10;11;53,9;72,3
5;57;46;502;9;10;51,36;59,2
5;57;46;503;6;7;34,09;36,40384615
5;57;46;504;6;7;34,09;48,86538462
5;57;46;505;4;5;16,97;22,92307692
5;57;46;506;2;3;8,14;16,56603774
5;57;46;507;5;6;20,51;26,61016949
5;58;1;501;2;3;6,66;33,37837838
5;58;1;502;2;3;8,72;14,33333333
5;58;1;503;5;6;33,91;43,75
5;58;1;504;5;6;33,91;52,11764706
5;58;1;505;9;10;49,81;69,07843137
5;58;1;506;9;10;50,98;68,69230769
5;58;1;507;12;13;63,35;86,11428571
5;58;19;501;5;6;26,31;59,32432432
5;58;19;502;4;5;23,77;39,7755102
5;58;19;503;1;2;6,5;15,75
5;58;19;504;1;2;6,5;7,05
5;58;19;505;5;6;22,4;31,09090909
5;58;19;506;5;6;23,57;31,89473684
5;58;19;507;8;9;35,94;51,92307692
5;58;46;501;10;11;53,9;72,3
5;58;46;502;9;10;51,36;59,2
5;58;46;503;6;7;34,09;36,40384615
5;58;46;504;6;7;34,09;48,86538462
5;58;46;505;4;5;16,97;22,92307692
5;58;46;506;2;3;8,14;16,56603774
5;58;46;507;5;6;20,51;26,61016949
5;59;1;501;2;3;6,66;33,37837838
5;59;1;502;2;3;8,72;14,33333333
5;59;1;503;5;6;33,91;43,75
5;59;1;504;5;6;33,91;52,11764706
5;59;1;505;9;10;49,81;69,07843137
5;59;1;506;9;10;50,98;68,69230769
5;59;1;507;12;13;63,35;86,11428571
5;59;19;501;5;6;26,31;59,32432432
5;59;19;502;4;5;23,77;39,7755102
5;59;19;503;1;2;6,5;15,75
5;59;19;504;1;2;6,5;7,05
5;59;19;505;5;6;22,4;31,09090909
5;59;19;506;5;6;23,57;31,89473684
5;59;19;507;8;9;35,94;51,92307692
5;59;46;501;10;11;53,9;72,3
5;59;46;502;9;10;51,36;59,2
5;59;46;503;6;7;34,09;36,40384615
5;59;46;504;6;7;34,09;48,86538462
5;59;46;505;4;5;16,97;22,92307692
5;59;46;506;2;3;8,14;16,56603774
5;59;46;507;5;6;20,51;26,61016949
5;60;1;501;2;3;6,66;33,37837838
5;60;1;502;2;3;8,72;14,33333333
5;60;1;503;5;6;33,91;43,75
5;60;1;504;5;6;33,91;52,11764706
5;60;1;505;9;10;49,81;69,07843137
5;60;1;506;9;10;50,98;68,69230769
5;60;1;507;12;13;63,35;86,11428571
5;60;19;501;5;6;26,31;59,32432432
5;60;19;502;4;5;23,77;39,7755102
5;60;19;503;1;2;6,5;15,75
5;60;19;504;1;2;6,5;7,05
5;60;19;505;5;6;22,4;31,09090909
5;60;19;506;5;6;23,57;31,89473684
5;60;19;507;8;9;35,94;51,92307692
5;60;46;501;10;11;53,9;72,3
5;60;46;502;9;10;51,36;59,2
5;60;46;503;6;7;34,09;36,40384615
5;60;46;504;6;7;34,09;48,86538462
5;60;46;505;4;5;16,97;22,92307692
5;60;46;506;2;3;8,14;16,56603774
5;60;46;507;5;6;20,51;26,61016949
5;61;1;501;2;3;6,66;27,25806452
5;61;1;502;2;3;8,72;14,46153846
5;61;1;503;5;6;33,91;44,67213115
5;61;1;504;5;6;33,91;53,32075472
5;61;1;505;9;10;49,81;71,46666667
5;61;1;506;9;10;50,98;67,01886792
5;61;1;507;12;13;63,35;88,71698113
5;61;19;501;5;6;26,31;57
5;61;19;502;4;5;23,77;43,26
5;61;19;503;1;2;6,5;16,15384615
5;61;19;504;1;2;6,5;7,076923077
5;61;19;505;5;6;22,4;32,92857143
5;61;19;506;5;6;23,57;31,68852459
5;61;19;507;8;9;35,94;51,23214286
5;61;46;501;10;11;53,9;73,87755102
5;61;46;502;9;10;51,36;59,42622951
5;61;46;503;6;7;34,09;35,7704918
5;61;46;504;6;7;34,09;50,92
5;61;46;505;4;5;16,97;23,14516129
5;61;46;506;2;3;8,14;17,50769231
5;61;46;507;5;6;20,51;26,1147541
5;62;1;501;2;3;6,66;27,25806452
5;62;1;502;2;3;8,72;14,46153846
5;62;1;503;5;6;33,91;44,67213115
5;62;1;504;5;6;33,91;53,32075472
5;62;1;505;9;10;49,81;71,46666667
5;62;1;506;9;10;50,98;67,01886792
5;62;1;507;12;13;63,35;88,71698113
5;62;19;501;5;6;26,31;57
5;62;19;502;4;5;23,77;43,26
5;62;19;503;1;2;6,5;16,15384615
5;62;19;504;1;2;6,5;7,076923077
5;62;19;505;5;6;22,4;32,92857143
5;62;19;506;5;6;23,57;31,68852459
5;62;19;507;8;9;35,94;51,23214286
5;62;46;501;10;11;53,9;73,87755102
5;62;46;502;9;10;51,36;59,42622951
5;62;46;503;6;7;34,09;35,7704918
5;62;46;504;6;7;34,09;50,92
5;62;46;505;4;5;16,97;23,14516129
5;62;46;506;2;3;8,14;17,50769231
5;62;46;507;5;6;20,51;26,1147541
5;63;1;501;2;3;6,66;27,25806452
5;63;1;502;2;3;8,72;14,46153846
5;63;1;503;5;6;33,91;44,67213115
5;63;1;504;5;6;33,91;53,32075472
5;63;1;505;9;10;49,81;71,46666667
5;63;1;506;9;10;50,98;67,01886792
5;63;1;507;12;13;63,35;88,71698113
5;63;19;501;5;6;26,31;57
